C501,C502,C001,C101,C102,R001-0301
2025,P01,P02001,P101,P01,1084
2025,P01,P02001,P101,P02,4042
2025,P01,P02001,P108,P01,30445
2025,P01,P02001,P108,P02,1631
2025,P01,P02001,P115,P02,24
2025,P01,P02001,P123,P01,41472
2025,P01,P02001,P123,P02,11748
2025,P01,P02002,P101,P01,2956
2025,P01,P02002,P101,P02,11659
2025,P01,P02002,P108,P01,46246
2025,P01,P02002,P108,P02,2908
2025,P01,P02002,P115,P02,53
2025,P01,P02002,P123,P01,87963
2025,P01,P02002,P123,P02,20725
2025,P01,P02003,P101,P01,171
2025,P01,P02003,P101,P02,678
2025,P01,P02003,P108,P01,4745
2025,P01,P02003,P108,P02,280
2025,P01,P02003,P123,P01,9021
2025,P01,P02003,P123,P02,2380
2025,P01,P02004,P101,P01,4170
2025,P01,P02004,P101,P02,20230
2025,P01,P02004,P108,P01,81727
2025,P01,P02004,P108,P02,4486
2025,P01,P02004,P115,P02,68
2025,P01,P02004,P123,P01,134020
2025,P01,P02004,P123,P02,37559
2025,P01,P02005,P101,P01,168
2025,P01,P02005,P101,P02,792
2025,P01,P02005,P108,P01,7224
2025,P01,P02005,P108,P02,401
2025,P01,P02005,P123,P01,9737
2025,P01,P02005,P123,P02,2541
2025,P01,P03003,P115,P02,2
2025,P01,P14101,P115,P02,2
2025,P01,P26055,P101,P01,373
2025,P01,P26055,P101,P02,751
2025,P01,P26055,P108,P01,9345
2025,P01,P26055,P108,P02,801
2025,P01,P26055,P123,P01,14184
2025,P01,P26055,P123,P02,3714
2025,P01,P26070,P101,P01,18
2025,P01,P26070,P101,P02,37
2025,P01,P26070,P108,P01,1569
2025,P01,P26070,P108,P02,85
2025,P01,P26070,P123,P01,1294
2025,P01,P26070,P123,P02,290
2025,P01,P30124,P115,P02,2
