C501,C502,C001,R003-0401,R003-0402,R003-0403
2025,P01,P02001,5626427,249611,1058901
2025,P01,P02002,18615462,694720,3477827
2025,P01,P02003,1068538,47907,201131
2025,P01,P02004,17397821,719628,3268277
2025,P01,P02005,998380,42801,187763
2025,P01,P26055,2790275,117874,523492
2025,P01,P26070,157602,7359,29681
