C601,C602,R002-0201,R002-0202,R002-0203,R002-0204,R002-0205,R002-0206,R002-0207,R002-0208
2024,P01,NA,25219.11,NA,NA,NA,30994.18,100416.7,232345.66
2024,P02,NA,25341.68,NA,NA,NA,31144.82,100904.75,233474.92
2024,P03,NA,25280.39,NA,NA,NA,31069.5,100660.73,232910.29
2024,P04,NA,25556.18,NA,NA,NA,31408.44,101758.84,235451.13
2024,P05,NA,25709.39,NA,NA,NA,31596.74,102368.91,236862.7
2024,P06,NA,25556.18,NA,NA,NA,31408.44,101758.84,235451.13
2024,P07,NA,25433.61,NA,NA,NA,31257.8,101270.79,234321.87
2024,P08,NA,25525.54,NA,NA,NA,31370.78,101636.83,235168.81
2024,P09,NA,25586.82,NA,NA,NA,31446.1,101880.86,235733.44
2024,P10,NA,25617.46,NA,NA,NA,31483.76,102002.87,236015.76
2024,P11,NA,25678.75,NA,NA,NA,31559.08,102246.89,236580.39
2024,P12,NA,25923.89,NA,NA,NA,31860.36,103223,238838.91
