C601,C003,R027-0501,R027-0502,R027-0503,R027-0504,R027-0505,R027-0506
2023,P220120001,NA,NA,NA,SI,NA,SI
2023,P220140001,NA,NA,NA,SI,NA,SI
2023,P220160001,NA,NA,NA,SI,NA,SI
2023,P220170001,NA,NA,NA,SI,NA,SI
2023,P230010001,NA,NA,NA,SI,NA,SI
2023,P230020001,NA,NA,NA,SI,NA,SI
2023,P230030001,NA,NA,NA,SI,NA,SI
2023,P230050001,NA,NA,NA,SI,NA,SI
2023,P230080001,NA,NA,NA,SI,NA,SI
2023,P230080212,NA,NA,NA,SI,NA,SI
2023,P230090001,NA,NA,NA,SI,NA,SI
2023,P230110001,NA,NA,NA,SI,NA,SI
2023,P250010001,NA,NA,NA,SI,NA,SI
2023,P260030001,NA,NA,NA,SI,NA,SI
2023,P260180001,NA,NA,NA,SI,NA,SI
2023,P260180403,NA,NA,NA,SI,NA,SI
2023,P260260001,NA,NA,NA,SI,NA,SI
2023,P260260011,NA,NA,NA,SI,NA,SI
2023,P260300001,NA,NA,NA,SI,NA,SI
2023,P260300285,NA,NA,NA,SI,NA,SI
2023,P260330001,NA,NA,NA,SI,NA,SI
2023,P260330017,NA,NA,NA,SI,NA,SI
2023,P260330099,NA,NA,NA,SI,NA,SI
2023,P260420001,NA,NA,NA,SI,NA,SI
2023,P260420760,NA,NA,NA,SI,NA,SI
2023,P310500001,NA,NA,NA,SI,NA,SI
2023,P240280001,NA,NA,NA,SI,NA,SI
2023,P260290001,NA,NA,NA,SI,NA,SI
2023,P260250001,NA,NA,NA,SI,NA,SI
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
