C601,C003,R027-0201,R027-0202,R027-0203,R027-0204,R027-0205
2023,P220120001,NO,NO,NO,NO,SI
2023,P220140001,SI,NO,NO,NO,SI
2023,P220160001,NO,NO,NO,NO,SI
2023,P220170001,NO,NO,NO,NO,SI
2023,P230010001,NO,NO,NO,NO,SI
2023,P230020001,NO,NO,NO,NO,SI
2023,P230030001,NO,NO,NO,NO,SI
2023,P230050001,NO,NO,NO,NO,SI
2023,P230080001,NO,NO,NO,NO,SI
2023,P230080212,NO,NO,NO,NO,SI
2023,P230090001,NO,NO,NO,NO,SI
2023,P230110001,NO,NO,NO,NO,SI
2023,P250010001,NO,NO,NO,NO,SI
2023,P260030001,NO,NO,NO,NO,SI
2023,P260180001,NO,NO,NO,NO,SI
2023,P260180403,NO,NO,NO,NO,SI
2023,P260260001,NO,NO,NO,NO,SI
2023,P260260011,NO,NO,NO,NO,SI
2023,P260300001,NO,NO,NO,NO,SI
2023,P260300285,NO,NO,NO,NO,SI
2023,P260330001,NO,NO,NO,NO,SI
2023,P260330017,NO,NO,NO,NO,SI
2023,P260330099,NO,NO,NO,NO,SI
2023,P260420001,SI,NO,NO,NO,SI
2023,P260420760,NO,NO,NO,NO,SI
2023,P310500001,NO,NO,NO,NO,SI
2023,P240280001,NO,NO,NO,NO,SI
2023,P260290001,NO,NO,NO,NO,SI
2023,P260250001,NO,NO,NO,NO,SI
