C601,C003,R027-0401,R027-0402,R027-0403,R027-0404
2023,P220120001,NO,SI,SI,NO
2023,P220140001,NO,SI,SI,NO
2023,P220160001,NO,SI,SI,NO
2023,P220170001,NO,SI,SI,NO
2023,P230010001,NO,SI,SI,NO
2023,P230020001,NO,SI,SI,SI
2023,P230030001,NO,SI,NO,SI
2023,P230050001,NO,SI,SI,NO
2023,P230080001,NO,SI,SI,NO
2023,P230080212,NO,SI,SI,SI
2023,P230090001,NO,SI,SI,SI
2023,P230110001,NO,SI,SI,SI
2023,P250010001,NO,SI,NO,NO
2023,P260030001,NO,SI,SI,NO
2023,P260180001,NO,SI,SI,SI
2023,P260180403,NO,SI,SI,SI
2023,P260260001,NO,SI,SI,SI
2023,P260260011,NO,SI,SI,NO
2023,P260300001,NO,SI,SI,NO
2023,P260300285,NO,SI,SI,NO
2023,P260330001,NO,SI,SI,NO
2023,P260330017,NO,SI,SI,SI
2023,P260330099,NO,SI,NO,NO
2023,P260420001,NO,SI,SI,NO
2023,P260420760,NO,SI,NO,NO
2023,P310500001,NO,SI,NO,NO
2023,P240280001,NO,SI,SI,SI
2023,P260290001,NO,SI,SI,NO
2023,P260250001,NO,SI,SI,NO
