C601,C602,R002-0201,R002-0202,R002-0203,R002-0204,R002-0205,R002-0206,R002-0207,R002-0208
2024,P01,NA,NA,3362.02,NA,2555,60975.8,0,7469.2
2024,P02,NA,NA,5081.02,NA,2555,49802.55,0,7642.45
2024,P03,NA,NA,2326.18,NA,2555,59802.55,0,7642.45
2024,P04,NA,NA,3762.97,NA,2555,69802.55,0,7642.45
2024,P05,NA,NA,2989.56,NA,2555,122802.55,0,7642.45
2024,P06,NA,NA,4168.97,NA,2555,89802.55,0,7642.45
2024,P07,NA,NA,43167.07,NA,2555,67802.55,0,7642.45
2024,P08,NA,NA,3921.15,NA,2555,54802.55,0,7642.45
2024,P09,NA,NA,4167.32,NA,2555,69802.55,0,7642.45
2024,P10,NA,NA,4003.76,NA,2555,60673.55,0,7642.45
2024,P11,NA,NA,3353.45,NA,2555,69991.55,0,7642.45
2024,P12,NA,NA,3833.38,NA,2555,55862.55,0,7642.45
