C601,C602,R002-0301,R002-0302
2024,P01,-374,-374
2024,P02,-397,-397
2024,P03,-384,-384
2024,P04,-431,-431
2024,P05,-421,-421
2024,P06,-431,-431
2024,P07,-426,-426
2024,P08,-426,-426
2024,P09,-411,-411
2024,P10,-416,-416
2024,P11,-411,-411
2024,P12,-426,-426
