C601,C003,R027-0301,R027-0302,R027-0303,R027-0304,R027-0305,R027-0306
2024,P211740001,NA,NA,NA,10000,10000,10000
2024,P210540001,NA,NA,NA,10000,10000,10000
,,,,,,,
