C601,C602,R002-0301,R002-0302
2022,P01,NA,NA
2022,P02,7200,4200
2022,P03,13442,6500
2022,P04,11317,10075
2022,P05,9350,8192
2022,P06,22325,21975
2022,P07,24775,24283
2022,P08,29125,24775
2022,P09,36387,31575
2022,P10,38737,33750
2022,P11,40909,35300
2022,P12,46624,41625
,,,
,,,
