C601,C003,R027-0401,R027-0402,R027-0403,R027-0404
2024,P010010001,No,No,Si,No
2024,P010010094,No,No,Si,No
2024,P010010096,No,No,Si,No
2024,P010010100,No,No,Si,No
2024,P010010102,No,No,Si,No
2024,P010010104,No,No,Si,No
2024,P010010106,No,No,Si,No
2024,P010010112,No,No,Si,No
2024,P010010113,No,No,Si,No
2024,P010010114,No,No,Si,No
2024,P010010120,No,No,Si,No
2024,P010010121,No,No,Si,No
2024,P010010125,No,No,Si,No
2024,P010010126,No,No,Si,No
2024,P010010127,No,No,Si,No
2024,P010010128,No,No,Si,No
2024,P010010135,No,No,Si,No
2024,P010010138,No,No,Si,No
2024,P010010139,No,No,Si,No
2024,P010010141,No,No,Si,No
2024,P010010144,No,No,Si,No
2024,P010010146,No,No,Si,No
2024,P010010157,No,No,Si,No
2024,P010010162,No,No,Si,No
2024,P010010166,No,No,Si,No
2024,P010010170,No,No,Si,No
2024,P010010171,No,No,Si,No
2024,P010010172,No,No,Si,No
2024,P010010176,No,No,Si,No
2024,P010010182,No,No,Si,No
2024,P010010183,No,No,Si,No
2024,P010010190,No,No,Si,No
2024,P010010191,No,No,Si,No
2024,P010010197,No,No,Si,No
2024,P010010201,No,No,Si,No
2024,P010010207,No,No,Si,No
2024,P010010209,No,No,Si,No
2024,P010010212,No,No,Si,No
2024,P010010213,No,No,Si,No
2024,P010010216,No,No,Si,No
2024,P010010226,No,No,Si,No
2024,P010010227,No,No,Si,No
2024,P010010228,No,No,Si,No
2024,P010010230,No,No,Si,No
2024,P010010231,No,No,Si,No
2024,P010010236,No,No,Si,No
2024,P010010237,No,No,Si,No
2024,P010010239,No,No,Si,No
2024,P010010253,No,No,Si,No
2024,P010010256,No,No,Si,No
2024,P010010265,No,No,Si,No
2024,P010010270,No,No,Si,No
2024,P010010272,No,No,Si,No
2024,P010010279,No,No,Si,No
2024,P010010280,No,No,Si,No
2024,P010010283,No,No,Si,No
2024,P010010285,No,No,Si,No
2024,P010010291,No,No,Si,No
2024,P010010292,No,No,Si,No
2024,P010010293,No,No,Si,No
2024,P010010296,No,No,Si,No
2024,P010010297,No,No,Si,No
2024,P010010309,No,No,Si,No
2024,P010010315,No,No,Si,No
2024,P010010321,No,No,Si,No
2024,P010010329,No,No,Si,No
2024,P010010336,No,No,Si,No
2024,P010010340,No,No,Si,No
2024,P010010345,No,No,Si,No
2024,P010010347,No,No,Si,No
