C601,C602,C003 No llenar,C006,C101,C102,C103,R001-0501
2024,P10,NA,997,P205,P01,P01,"2,439"
2024,P10,NA,998,P205,P01,P01,"130,385"
2024,P10,NA,999,P205,P01,P01,"193,345"
2024,P10,NA,33,P205,P01,P02,"147,436"
2024,P10,NA,55,P205,P01,P02,"757,105"
2024,P10,NA,81,P205,P01,P02,"95,927"
2024,P10,NA,222,P205,P01,P02,"60,747"
2024,P10,NA,223,P205,P01,P02,110
2024,P10,NA,224,P205,P01,P02,24
2024,P10,NA,225,P205,P01,P02,"1,077"
2024,P10,NA,226,P205,P01,P02,45
2024,P10,NA,227,P205,P01,P02,393
2024,P10,NA,228,P205,P01,P02,"16,644"
2024,P10,NA,229,P205,P01,P02,"25,799"
2024,P10,NA,231,P205,P01,P02,"1,133"
2024,P10,NA,232,P205,P01,P02,"1,254"
2024,P10,NA,233,P205,P01,P02,2
2024,P10,NA,235,P205,P01,P02,49
2024,P10,NA,237,P205,P01,P02,"1,003"
2024,P10,NA,238,P205,P01,P02,"5,126"
2024,P10,NA,241,P205,P01,P02,"4,105"
2024,P10,NA,243,P205,P01,P02,442
2024,P10,NA,244,P205,P01,P02,"2,000"
2024,P10,NA,245,P205,P01,P02,50
2024,P10,NA,246,P205,P01,P02,"6,115"
2024,P10,NA,247,P205,P01,P02,"1,509"
2024,P10,NA,248,P205,P01,P02,"2,087"
2024,P10,NA,249,P205,P01,P02,199
2024,P10,NA,271,P205,P01,P02,"7,726"
2024,P10,NA,272,P205,P01,P02,"8,858"
2024,P10,NA,273,P205,P01,P02,207
2024,P10,NA,274,P205,P01,P02,328
2024,P10,NA,276,P205,P01,P02,62
2024,P10,NA,278,P205,P01,P02,221
2024,P10,NA,279,P205,P01,P02,36
2024,P10,NA,281,P205,P01,P02,44
2024,P10,NA,282,P205,P01,P02,194
2024,P10,NA,284,P205,P01,P02,23
2024,P10,NA,285,P205,P01,P02,194
2024,P10,NA,287,P205,P01,P02,998
2024,P10,NA,288,P205,P01,P02,396
2024,P10,NA,294,P205,P01,P02,312
2024,P10,NA,296,P205,P01,P02,258
2024,P10,NA,297,P205,P01,P02,60
2024,P10,NA,311,P205,P01,P02,"7,971"
2024,P10,NA,312,P205,P01,P02,"9,283"
2024,P10,NA,313,P205,P01,P02,"1,467"
2024,P10,NA,314,P205,P01,P02,"5,592"
2024,P10,NA,315,P205,P01,P02,326
2024,P10,NA,317,P205,P01,P02,63
2024,P10,NA,319,P205,P01,P02,109
2024,P10,NA,322,P205,P01,P02,"8,213"
2024,P10,NA,323,P205,P01,P02,228
2024,P10,NA,324,P205,P01,P02,45
2024,P10,NA,325,P205,P01,P02,52
2024,P10,NA,327,P205,P01,P02,39
2024,P10,NA,341,P205,P01,P02,"2,502"
2024,P10,NA,342,P205,P01,P02,55
2024,P10,NA,346,P205,P01,P02,2
2024,P10,NA,347,P205,P01,P02,35
2024,P10,NA,348,P205,P01,P02,"2,525"
2024,P10,NA,351,P205,P01,P02,"2,819"
2024,P10,NA,352,P205,P01,P02,"1,706"
2024,P10,NA,353,P205,P01,P02,589
2024,P10,NA,354,P205,P01,P02,308
2024,P10,NA,358,P205,P01,P02,6
2024,P10,NA,373,P205,P01,P02,73
2024,P10,NA,374,P205,P01,P02,131
2024,P10,NA,375,P205,P01,P02,274
2024,P10,NA,376,P205,P01,P02,19
2024,P10,NA,378,P205,P01,P02,"2,060"
2024,P10,NA,384,P205,P01,P02,79
2024,P10,NA,386,P205,P01,P02,27
2024,P10,NA,388,P205,P01,P02,1
2024,P10,NA,389,P205,P01,P02,23
2024,P10,NA,391,P205,P01,P02,44
2024,P10,NA,392,P205,P01,P02,"1,408"
2024,P10,NA,393,P205,P01,P02,515
2024,P10,NA,395,P205,P01,P02,264
2024,P10,NA,411,P205,P01,P02,968
2024,P10,NA,412,P205,P01,P02,318
2024,P10,NA,413,P205,P01,P02,156
2024,P10,NA,414,P205,P01,P02,548
2024,P10,NA,415,P205,P01,P02,"4,059"
2024,P10,NA,417,P205,P01,P02,317
2024,P10,NA,418,P205,P01,P02,"2,174"
2024,P10,NA,419,P205,P01,P02,287
2024,P10,NA,421,P205,P01,P02,7
2024,P10,NA,425,P205,P01,P02,172
2024,P10,NA,427,P205,P01,P02,"4,383"
2024,P10,NA,428,P205,P01,P02,125
2024,P10,NA,429,P205,P01,P02,280
2024,P10,NA,431,P205,P01,P02,39
2024,P10,NA,432,P205,P01,P02,76
2024,P10,NA,433,P205,P01,P02,22
2024,P10,NA,434,P205,P01,P02,852
2024,P10,NA,436,P205,P01,P02,63
2024,P10,NA,438,P205,P01,P02,1
2024,P10,NA,441,P205,P01,P02,450
2024,P10,NA,442,P205,P01,P02,"42,076"
2024,P10,NA,443,P205,P01,P02,"16,456"
2024,P10,NA,444,P205,P01,P02,"32,023"
2024,P10,NA,445,P205,P01,P02,306
2024,P10,NA,447,P205,P01,P02,78
2024,P10,NA,448,P205,P01,P02,751
2024,P10,NA,449,P205,P01,P02,"25,431"
2024,P10,NA,452,P205,P01,P02,"4,524"
2024,P10,NA,453,P205,P01,P02,779
2024,P10,NA,456,P205,P01,P02,917
2024,P10,NA,458,P205,P01,P02,182
2024,P10,NA,461,P205,P01,P02,"13,571"
2024,P10,NA,462,P205,P01,P02,"12,218"
2024,P10,NA,464,P205,P01,P02,"6,601"
2024,P10,NA,465,P205,P01,P02,599
2024,P10,NA,466,P205,P01,P02,185
2024,P10,NA,468,P205,P01,P02,292
2024,P10,NA,469,P205,P01,P02,409
2024,P10,NA,472,P205,P01,P02,"3,506"
2024,P10,NA,473,P205,P01,P02,"9,137"
2024,P10,NA,474,P205,P01,P02,"1,804"
2024,P10,NA,475,P205,P01,P02,56
2024,P10,NA,476,P205,P01,P02,"4,313"
2024,P10,NA,477,P205,P01,P02,"54,066"
2024,P10,NA,478,P205,P01,P02,222
2024,P10,NA,481,P205,P01,P02,671
2024,P10,NA,483,P205,P01,P02,19
2024,P10,NA,485,P205,P01,P02,47
2024,P10,NA,486,P205,P01,P02,2
2024,P10,NA,487,P205,P01,P02,360
2024,P10,NA,488,P205,P01,P02,314
2024,P10,NA,489,P205,P01,P02,60
2024,P10,NA,492,P205,P01,P02,"8,447"
2024,P10,NA,493,P205,P01,P02,"1,767"
2024,P10,NA,494,P205,P01,P02,262
2024,P10,NA,495,P205,P01,P02,297
2024,P10,NA,496,P205,P01,P02,46
2024,P10,NA,498,P205,P01,P02,87
2024,P10,NA,595,P205,P01,P02,204
2024,P10,NA,612,P205,P01,P02,"2,183"
2024,P10,NA,613,P205,P01,P02,19
2024,P10,NA,614,P205,P01,P02,"13,196"
2024,P10,NA,616,P205,P01,P02,2
2024,P10,NA,618,P205,P01,P02,"6,050"
2024,P10,NA,622,P205,P01,P02,"3,716"
2024,P10,NA,623,P205,P01,P02,1
2024,P10,NA,624,P205,P01,P02,"2,801"
2024,P10,NA,625,P205,P01,P02,939
2024,P10,NA,627,P205,P01,P02,152
2024,P10,NA,629,P205,P01,P02,89
2024,P10,NA,631,P205,P01,P02,"4,642"
2024,P10,NA,632,P205,P01,P02,166
2024,P10,NA,633,P205,P01,P02,1
2024,P10,NA,635,P205,P01,P02,1
2024,P10,NA,636,P205,P01,P02,24
2024,P10,NA,638,P205,P01,P02,89
2024,P10,NA,639,P205,P01,P02,"1,171"
2024,P10,NA,641,P205,P01,P02,24
2024,P10,NA,642,P205,P01,P02,"2,502"
2024,P10,NA,644,P205,P01,P02,"5,604"
2024,P10,NA,645,P205,P01,P02,2
2024,P10,NA,646,P205,P01,P02,"8,941"
2024,P10,NA,647,P205,P01,P02,168
2024,P10,NA,648,P205,P01,P02,659
2024,P10,NA,653,P205,P01,P02,"1,943"
2024,P10,NA,656,P205,P01,P02,"21,405"
2024,P10,NA,661,P205,P01,P02,814
2024,P10,NA,662,P205,P01,P02,"12,255"
2024,P10,NA,664,P205,P01,P02,"40,150"
2024,P10,NA,665,P205,P01,P02,"1,429"
2024,P10,NA,667,P205,P01,P02,"8,129"
2024,P10,NA,668,P205,P01,P02,"5,025"
2024,P10,NA,669,P205,P01,P02,"5,992"
2024,P10,NA,671,P205,P01,P02,45
2024,P10,NA,672,P205,P01,P02,71
2024,P10,NA,673,P205,P01,P02,323
2024,P10,NA,675,P205,P01,P02,19
2024,P10,NA,676,P205,P01,P02,33
2024,P10,NA,677,P205,P01,P02,1
2024,P10,NA,686,P205,P01,P02,"15,974"
2024,P10,NA,687,P205,P01,P02,"2,396"
2024,P10,NA,694,P205,P01,P02,55
2024,P10,NA,695,P205,P01,P02,41
2024,P10,NA,696,P205,P01,P02,38
2024,P10,NA,697,P205,P01,P02,24
2024,P10,NA,698,P205,P01,P02,72
2024,P10,NA,712,P205,P01,P02,"5,373"
2024,P10,NA,713,P205,P01,P02,"1,353"
2024,P10,NA,714,P205,P01,P02,34
2024,P10,NA,715,P205,P01,P02,349
2024,P10,NA,721,P205,P01,P02,4
2024,P10,NA,722,P205,P01,P02,"43,826"
2024,P10,NA,726,P205,P01,P02,665
2024,P10,NA,729,P205,P01,P02,"23,706"
2024,P10,NA,732,P205,P01,P02,29
2024,P10,NA,733,P205,P01,P02,783
2024,P10,NA,734,P205,P01,P02,591
2024,P10,NA,735,P205,P01,P02,"7,205"
2024,P10,NA,739,P205,P01,P02,6
2024,P10,NA,742,P205,P01,P02,22
2024,P10,NA,744,P205,P01,P02,"9,091"
2024,P10,NA,745,P205,P01,P02,1
2024,P10,NA,746,P205,P01,P02,50
2024,P10,NA,747,P205,P01,P02,"1,866"
2024,P10,NA,748,P205,P01,P02,17
2024,P10,NA,749,P205,P01,P02,38
2024,P10,NA,753,P205,P01,P02,499
2024,P10,NA,754,P205,P01,P02,33
2024,P10,NA,755,P205,P01,P02,652
2024,P10,NA,756,P205,P01,P02,25
2024,P10,NA,757,P205,P01,P02,19
2024,P10,NA,759,P205,P01,P02,24
2024,P10,NA,762,P205,P01,P02,514
2024,P10,NA,764,P205,P01,P02,25
2024,P10,NA,765,P205,P01,P02,28
2024,P10,NA,766,P205,P01,P02,119
2024,P10,NA,767,P205,P01,P02,44
2024,P10,NA,771,P205,P01,P02,"19,070"
2024,P10,NA,772,P205,P01,P02,444
2024,P10,NA,773,P205,P01,P02,"2,951"
2024,P10,NA,775,P205,P01,P02,"6,153"
2024,P10,NA,776,P205,P01,P02,305
2024,P10,NA,777,P205,P01,P02,"38,315"
2024,P10,NA,779,P205,P01,P02,870
2024,P10,NA,781,P205,P01,P02,13
2024,P10,NA,782,P205,P01,P02,"3,485"
2024,P10,NA,783,P205,P01,P02,"1,167"
2024,P10,NA,784,P205,P01,P02,255
2024,P10,NA,785,P205,P01,P02,25
2024,P10,NA,786,P205,P01,P02,66
2024,P10,NA,789,P205,P01,P02,2
2024,P10,NA,791,P205,P01,P02,49
2024,P10,NA,797,P205,P01,P02,81
2024,P10,NA,821,P205,P01,P02,478
2024,P10,NA,824,P205,P01,P02,121
2024,P10,NA,825,P205,P01,P02,12
2024,P10,NA,826,P205,P01,P02,"1,254"
2024,P10,NA,828,P205,P01,P02,307
2024,P10,NA,831,P205,P01,P02,119
2024,P10,NA,833,P205,P01,P02,"10,094"
2024,P10,NA,834,P205,P01,P02,"3,656"
2024,P10,NA,842,P205,P01,P02,14
2024,P10,NA,844,P205,P01,P02,"15,638"
2024,P10,NA,861,P205,P01,P02,68
2024,P10,NA,862,P205,P01,P02,33
2024,P10,NA,864,P205,P01,P02,27
2024,P10,NA,866,P205,P01,P02,"2,740"
2024,P10,NA,867,P205,P01,P02,"17,570"
2024,P10,NA,868,P205,P01,P02,"6,505"
2024,P10,NA,871,P205,P01,P02,"12,729"
2024,P10,NA,872,P205,P01,P02,113
2024,P10,NA,877,P205,P01,P02,"1,989"
2024,P10,NA,878,P205,P01,P02,"2,847"
2024,P10,NA,891,P205,P01,P02,108
2024,P10,NA,894,P205,P01,P02,88
2024,P10,NA,897,P205,P01,P02,34
2024,P10,NA,899,P205,P01,P02,"11,171"
2024,P10,NA,913,P205,P01,P02,1
2024,P10,NA,914,P205,P01,P02,118
2024,P10,NA,916,P205,P01,P02,94
2024,P10,NA,917,P205,P01,P02,129
2024,P10,NA,918,P205,P01,P02,52
2024,P10,NA,919,P205,P01,P02,129
2024,P10,NA,921,P205,P01,P02,"9,564"
2024,P10,NA,922,P205,P01,P02,"3,629"
2024,P10,NA,923,P205,P01,P02,426
2024,P10,NA,924,P205,P01,P02,814
2024,P10,NA,932,P205,P01,P02,512
2024,P10,NA,933,P205,P01,P02,"1,616"
2024,P10,NA,934,P205,P01,P02,125
2024,P10,NA,936,P205,P01,P02,915
2024,P10,NA,937,P205,P01,P02,467
2024,P10,NA,938,P205,P01,P02,"5,261"
2024,P10,NA,951,P205,P01,P02,"7,159"
2024,P10,NA,953,P205,P01,P02,937
2024,P10,NA,954,P205,P01,P02,71
2024,P10,NA,958,P205,P01,P02,191
2024,P10,NA,961,P205,P01,P02,"12,167"
2024,P10,NA,962,P205,P01,P02,"1,948"
2024,P10,NA,963,P205,P01,P02,874
2024,P10,NA,964,P205,P01,P02,44
2024,P10,NA,965,P205,P01,P02,65
2024,P10,NA,966,P205,P01,P02,186
2024,P10,NA,967,P205,P01,P02,"1,756"
2024,P10,NA,968,P205,P01,P02,204
2024,P10,NA,971,P205,P01,P02,"1,695"
2024,P10,NA,972,P205,P01,P02,44
2024,P10,NA,981,P205,P01,P02,"8,755"
2024,P10,NA,982,P205,P01,P02,285
2024,P10,NA,983,P205,P01,P02,"3,497"
2024,P10,NA,984,P205,P01,P02,"6,731"
2024,P10,NA,985,P205,P01,P02,"1,398"
2024,P10,NA,986,P205,P01,P02,824
2024,P10,NA,987,P205,P01,P02,"2,145"
2024,P10,NA,988,P205,P01,P02,76
2024,P10,NA,991,P205,P01,P02,"1,192"
2024,P10,NA,993,P205,P01,P02,"12,221"
2024,P10,NA,996,P205,P01,P02,159
2024,P10,NA,997,P205,P01,P02,212
2024,P10,NA,998,P205,P01,P02,"16,204"
2024,P10,NA,999,P205,P01,P02,"35,784"
2024,P10,NA,33,P205,P01,P03,"167,315"
2024,P10,NA,55,P205,P01,P03,"196,143"
2024,P10,NA,81,P205,P01,P03,"65,853"
2024,P10,NA,222,P205,P01,P03,"7,488"
2024,P10,NA,223,P205,P01,P03,319
2024,P10,NA,224,P205,P01,P03,22
2024,P10,NA,225,P205,P01,P03,177
2024,P10,NA,226,P205,P01,P03,105
2024,P10,NA,227,P205,P01,P03,224
2024,P10,NA,228,P205,P01,P03,"28,473"
2024,P10,NA,229,P205,P01,P03,"22,468"
2024,P10,NA,231,P205,P01,P03,"22,802"
2024,P10,NA,232,P205,P01,P03,"20,056"
2024,P10,NA,235,P205,P01,P03,11
2024,P10,NA,238,P205,P01,P03,"14,848"
2024,P10,NA,241,P205,P01,P03,"69,966"
2024,P10,NA,243,P205,P01,P03,189
2024,P10,NA,244,P205,P01,P03,"22,885"
2024,P10,NA,245,P205,P01,P03,81
2024,P10,NA,246,P205,P01,P03,"41,836"
2024,P10,NA,247,P205,P01,P03,902
2024,P10,NA,248,P205,P01,P03,"4,361"
2024,P10,NA,249,P205,P01,P03,"13,968"
2024,P10,NA,271,P205,P01,P03,"10,628"
2024,P10,NA,272,P205,P01,P03,"14,599"
2024,P10,NA,273,P205,P01,P03,35
2024,P10,NA,274,P205,P01,P03,"7,488"
2024,P10,NA,276,P205,P01,P03,154
2024,P10,NA,278,P205,P01,P03,46
2024,P10,NA,279,P205,P01,P03,81
2024,P10,NA,281,P205,P01,P03,236
2024,P10,NA,282,P205,P01,P03,415
2024,P10,NA,284,P205,P01,P03,81
2024,P10,NA,285,P205,P01,P03,129
2024,P10,NA,287,P205,P01,P03,"6,644"
2024,P10,NA,288,P205,P01,P03,"3,863"
2024,P10,NA,294,P205,P01,P03,"2,317"
2024,P10,NA,296,P205,P01,P03,273
2024,P10,NA,311,P205,P01,P03,"26,749"
2024,P10,NA,312,P205,P01,P03,974
2024,P10,NA,313,P205,P01,P03,"2,721"
2024,P10,NA,314,P205,P01,P03,"1,402"
2024,P10,NA,315,P205,P01,P03,"6,002"
2024,P10,NA,317,P205,P01,P03,58
2024,P10,NA,322,P205,P01,P03,"11,591"
2024,P10,NA,323,P205,P01,P03,105
2024,P10,NA,324,P205,P01,P03,22
2024,P10,NA,325,P205,P01,P03,22
2024,P10,NA,327,P205,P01,P03,11
2024,P10,NA,341,P205,P01,P03,497
2024,P10,NA,348,P205,P01,P03,"8,225"
2024,P10,NA,351,P205,P01,P03,"14,836"
2024,P10,NA,352,P205,P01,P03,"7,596"
2024,P10,NA,353,P205,P01,P03,"5,538"
2024,P10,NA,354,P205,P01,P03,105
2024,P10,NA,373,P205,P01,P03,94
2024,P10,NA,374,P205,P01,P03,46
2024,P10,NA,378,P205,P01,P03,"1,580"
2024,P10,NA,391,P205,P01,P03,415
2024,P10,NA,392,P205,P01,P03,"5,276"
2024,P10,NA,393,P205,P01,P03,"1,865"
2024,P10,NA,395,P205,P01,P03,891
2024,P10,NA,411,P205,P01,P03,"8,416"
2024,P10,NA,412,P205,P01,P03,"17,951"
2024,P10,NA,413,P205,P01,P03,"12,423"
2024,P10,NA,414,P205,P01,P03,"3,078"
2024,P10,NA,415,P205,P01,P03,"4,849"
2024,P10,NA,417,P205,P01,P03,"2,519"
2024,P10,NA,418,P205,P01,P03,"7,180"
2024,P10,NA,419,P205,P01,P03,11
2024,P10,NA,425,P205,P01,P03,534
2024,P10,NA,427,P205,P01,P03,"22,030"
2024,P10,NA,428,P205,P01,P03,200
2024,P10,NA,429,P205,P01,P03,117
2024,P10,NA,431,P205,P01,P03,950
2024,P10,NA,432,P205,P01,P03,58
2024,P10,NA,434,P205,P01,P03,"3,755"
2024,P10,NA,436,P205,P01,P03,46
2024,P10,NA,441,P205,P01,P03,"9,545"
2024,P10,NA,442,P205,P01,P03,"30,244"
2024,P10,NA,443,P205,P01,P03,"21,899"
2024,P10,NA,444,P205,P01,P03,"96,015"
2024,P10,NA,445,P205,P01,P03,"1,199"
2024,P10,NA,447,P205,P01,P03,"6,348"
2024,P10,NA,448,P205,P01,P03,35
2024,P10,NA,449,P205,P01,P03,"127,604"
2024,P10,NA,452,P205,P01,P03,"7,715"
2024,P10,NA,453,P205,P01,P03,"11,816"
2024,P10,NA,456,P205,P01,P03,"1,115"
2024,P10,NA,458,P205,P01,P03,"2,187"
2024,P10,NA,461,P205,P01,P03,"51,621"
2024,P10,NA,462,P205,P01,P03,"22,327"
2024,P10,NA,464,P205,P01,P03,"17,939"
2024,P10,NA,465,P205,P01,P03,628
2024,P10,NA,466,P205,P01,P03,"2,709"
2024,P10,NA,468,P205,P01,P03,735
2024,P10,NA,469,P205,P01,P03,"1,199"
2024,P10,NA,472,P205,P01,P03,"45,344"
2024,P10,NA,473,P205,P01,P03,"13,743"
2024,P10,NA,474,P205,P01,P03,"8,154"
2024,P10,NA,475,P205,P01,P03,94
2024,P10,NA,476,P205,P01,P03,"27,034"
2024,P10,NA,477,P205,P01,P03,"108,023"
2024,P10,NA,478,P205,P01,P03,105
2024,P10,NA,481,P205,P01,P03,35
2024,P10,NA,485,P205,P01,P03,58
2024,P10,NA,487,P205,P01,P03,35
2024,P10,NA,488,P205,P01,P03,"1,472"
2024,P10,NA,492,P205,P01,P03,"10,496"
2024,P10,NA,493,P205,P01,P03,"13,374"
2024,P10,NA,494,P205,P01,P03,224
2024,P10,NA,495,P205,P01,P03,"3,386"
2024,P10,NA,496,P205,P01,P03,46
2024,P10,NA,498,P205,P01,P03,154
2024,P10,NA,595,P205,P01,P03,474
2024,P10,NA,612,P205,P01,P03,58
2024,P10,NA,614,P205,P01,P03,"1,687"
2024,P10,NA,618,P205,P01,P03,"7,786"
2024,P10,NA,622,P205,P01,P03,819
2024,P10,NA,624,P205,P01,P03,129
2024,P10,NA,625,P205,P01,P03,236
2024,P10,NA,627,P205,P01,P03,58
2024,P10,NA,629,P205,P01,P03,46
2024,P10,NA,631,P205,P01,P03,105
2024,P10,NA,638,P205,P01,P03,11
2024,P10,NA,639,P205,P01,P03,"1,056"
2024,P10,NA,642,P205,P01,P03,974
2024,P10,NA,644,P205,P01,P03,"1,010"
2024,P10,NA,646,P205,P01,P03,81
2024,P10,NA,647,P205,P01,P03,81
2024,P10,NA,648,P205,P01,P03,"2,935"
2024,P10,NA,653,P205,P01,P03,"2,436"
2024,P10,NA,656,P205,P01,P03,"2,233"
2024,P10,NA,661,P205,P01,P03,891
2024,P10,NA,662,P205,P01,P03,"3,375"
2024,P10,NA,664,P205,P01,P03,"22,826"
2024,P10,NA,665,P205,P01,P03,783
2024,P10,NA,667,P205,P01,P03,284
2024,P10,NA,668,P205,P01,P03,"3,780"
2024,P10,NA,669,P205,P01,P03,"3,267"
2024,P10,NA,672,P205,P01,P03,70
2024,P10,NA,673,P205,P01,P03,902
2024,P10,NA,676,P205,P01,P03,11
2024,P10,NA,686,P205,P01,P03,"12,779"
2024,P10,NA,694,P205,P01,P03,22
2024,P10,NA,695,P205,P01,P03,11
2024,P10,NA,697,P205,P01,P03,35
2024,P10,NA,712,P205,P01,P03,"54,022"
2024,P10,NA,713,P205,P01,P03,"5,610"
2024,P10,NA,714,P205,P01,P03,105
2024,P10,NA,715,P205,P01,P03,"4,660"
2024,P10,NA,721,P205,P01,P03,129
2024,P10,NA,722,P205,P01,P03,"22,184"
2024,P10,NA,726,P205,P01,P03,165
2024,P10,NA,732,P205,P01,P03,248
2024,P10,NA,733,P205,P01,P03,"13,802"
2024,P10,NA,734,P205,P01,P03,"1,021"
2024,P10,NA,735,P205,P01,P03,"28,462"
2024,P10,NA,744,P205,P01,P03,"13,266"
2024,P10,NA,745,P205,P01,P03,11
2024,P10,NA,746,P205,P01,P03,35
2024,P10,NA,747,P205,P01,P03,"4,207"
2024,P10,NA,748,P205,P01,P03,11
2024,P10,NA,753,P205,P01,P03,450
2024,P10,NA,755,P205,P01,P03,"1,556"
2024,P10,NA,756,P205,P01,P03,81
2024,P10,NA,762,P205,P01,P03,105
2024,P10,NA,764,P205,P01,P03,427
2024,P10,NA,765,P205,P01,P03,11
2024,P10,NA,766,P205,P01,P03,688
2024,P10,NA,767,P205,P01,P03,546
2024,P10,NA,771,P205,P01,P03,"103,720"
2024,P10,NA,772,P205,P01,P03,"3,208"
2024,P10,NA,773,P205,P01,P03,"1,010"
2024,P10,NA,775,P205,P01,P03,"15,942"
2024,P10,NA,776,P205,P01,P03,"13,504"
2024,P10,NA,777,P205,P01,P03,"45,106"
2024,P10,NA,779,P205,P01,P03,796
2024,P10,NA,781,P205,P01,P03,22
2024,P10,NA,782,P205,P01,P03,"4,421"
2024,P10,NA,783,P205,P01,P03,"8,035"
2024,P10,NA,784,P205,P01,P03,"1,402"
2024,P10,NA,786,P205,P01,P03,735
2024,P10,NA,791,P205,P01,P03,117
2024,P10,NA,797,P205,P01,P03,11
2024,P10,NA,821,P205,P01,P03,"1,734"
2024,P10,NA,826,P205,P01,P03,"3,148"
2024,P10,NA,828,P205,P01,P03,"4,908"
2024,P10,NA,831,P205,P01,P03,593
2024,P10,NA,833,P205,P01,P03,"3,006"
2024,P10,NA,834,P205,P01,P03,"1,817"
2024,P10,NA,842,P205,P01,P03,11
2024,P10,NA,844,P205,P01,P03,"3,363"
2024,P10,NA,861,P205,P01,P03,213
2024,P10,NA,866,P205,P01,P03,"1,366"
2024,P10,NA,867,P205,P01,P03,"7,643"
2024,P10,NA,868,P205,P01,P03,"31,279"
2024,P10,NA,871,P205,P01,P03,"23,278"
2024,P10,NA,872,P205,P01,P03,"4,088"
2024,P10,NA,877,P205,P01,P03,129
2024,P10,NA,878,P205,P01,P03,129
2024,P10,NA,894,P205,P01,P03,189
2024,P10,NA,897,P205,P01,P03,11
2024,P10,NA,899,P205,P01,P03,"3,043"
2024,P10,NA,914,P205,P01,P03,189
2024,P10,NA,916,P205,P01,P03,"4,516"
2024,P10,NA,917,P205,P01,P03,"7,096"
2024,P10,NA,918,P205,P01,P03,46
2024,P10,NA,919,P205,P01,P03,200
2024,P10,NA,921,P205,P01,P03,"4,564"
2024,P10,NA,922,P205,P01,P03,"5,491"
2024,P10,NA,923,P205,P01,P03,"2,317"
2024,P10,NA,924,P205,P01,P03,"1,758"
2024,P10,NA,932,P205,P01,P03,"8,214"
2024,P10,NA,933,P205,P01,P03,"4,279"
2024,P10,NA,934,P205,P01,P03,"6,075"
2024,P10,NA,936,P205,P01,P03,"4,516"
2024,P10,NA,937,P205,P01,P03,"1,853"
2024,P10,NA,938,P205,P01,P03,"2,103"
2024,P10,NA,951,P205,P01,P03,"24,539"
2024,P10,NA,953,P205,P01,P03,"11,292"
2024,P10,NA,954,P205,P01,P03,"9,939"
2024,P10,NA,958,P205,P01,P03,"3,470"
2024,P10,NA,961,P205,P01,P03,"32,277"
2024,P10,NA,962,P205,P01,P03,"10,509"
2024,P10,NA,963,P205,P01,P03,"2,578"
2024,P10,NA,965,P205,P01,P03,819
2024,P10,NA,966,P205,P01,P03,"2,555"
2024,P10,NA,967,P205,P01,P03,510
2024,P10,NA,968,P205,P01,P03,"1,056"
2024,P10,NA,971,P205,P01,P03,"6,681"
2024,P10,NA,972,P205,P01,P03,81
2024,P10,NA,981,P205,P01,P03,"10,306"
2024,P10,NA,982,P205,P01,P03,462
2024,P10,NA,983,P205,P01,P03,"2,662"
2024,P10,NA,984,P205,P01,P03,"1,307"
2024,P10,NA,985,P205,P01,P03,"1,949"
2024,P10,NA,986,P205,P01,P03,"6,573"
2024,P10,NA,987,P205,P01,P03,"2,282"
2024,P10,NA,988,P205,P01,P03,"3,232"
2024,P10,NA,991,P205,P01,P03,296
2024,P10,NA,993,P205,P01,P03,"7,965"
2024,P10,NA,996,P205,P01,P03,248
2024,P10,NA,997,P205,P01,P03,474
2024,P10,NA,998,P205,P01,P03,"4,671"
2024,P10,NA,999,P205,P01,P03,"59,860"
2024,P10,NA,33,P205,P02,P02,"5,192"
2024,P10,NA,55,P205,P02,P02,"28,991"
2024,P10,NA,81,P205,P02,P02,"7,475"
2024,P10,NA,222,P205,P02,P02,"1,924"
2024,P10,NA,223,P205,P02,P02,1
2024,P10,NA,225,P205,P02,P02,1
2024,P10,NA,227,P205,P02,P02,5
2024,P10,NA,228,P205,P02,P02,124
2024,P10,NA,229,P205,P02,P02,758
2024,P10,NA,231,P205,P02,P02,5
2024,P10,NA,232,P205,P02,P02,19
2024,P10,NA,237,P205,P02,P02,355
2024,P10,NA,238,P205,P02,P02,29
2024,P10,NA,241,P205,P02,P02,63
2024,P10,NA,244,P205,P02,P02,4
2024,P10,NA,245,P205,P02,P02,1
2024,P10,NA,246,P205,P02,P02,73
2024,P10,NA,247,P205,P02,P02,48
2024,P10,NA,248,P205,P02,P02,15
2024,P10,NA,249,P205,P02,P02,1
2024,P10,NA,271,P205,P02,P02,270
2024,P10,NA,272,P205,P02,P02,175
2024,P10,NA,274,P205,P02,P02,2
2024,P10,NA,278,P205,P02,P02,0
2024,P10,NA,281,P205,P02,P02,2
2024,P10,NA,282,P205,P02,P02,1
2024,P10,NA,285,P205,P02,P02,0
2024,P10,NA,287,P205,P02,P02,4
2024,P10,NA,288,P205,P02,P02,0
2024,P10,NA,294,P205,P02,P02,0
2024,P10,NA,296,P205,P02,P02,0
2024,P10,NA,311,P205,P02,P02,47
2024,P10,NA,312,P205,P02,P02,112
2024,P10,NA,313,P205,P02,P02,9
2024,P10,NA,314,P205,P02,P02,470
2024,P10,NA,322,P205,P02,P02,126
2024,P10,NA,323,P205,P02,P02,0
2024,P10,NA,324,P205,P02,P02,0
2024,P10,NA,341,P205,P02,P02,26
2024,P10,NA,348,P205,P02,P02,1
2024,P10,NA,351,P205,P02,P02,25
2024,P10,NA,352,P205,P02,P02,52
