C601,C602,C003 No llenar,C006,C101,C102,C103,R001-0501
2024,P10,NA,353,P205,P02,P02,1
2024,P10,NA,354,P205,P02,P02,0
2024,P10,NA,373,P205,P02,P02,0
2024,P10,NA,378,P205,P02,P02,2
2024,P10,NA,384,P205,P02,P02,0
2024,P10,NA,391,P205,P02,P02,0
2024,P10,NA,392,P205,P02,P02,3
2024,P10,NA,395,P205,P02,P02,0
2024,P10,NA,411,P205,P02,P02,0
2024,P10,NA,412,P205,P02,P02,0
2024,P10,NA,413,P205,P02,P02,0
2024,P10,NA,414,P205,P02,P02,0
2024,P10,NA,415,P205,P02,P02,60
2024,P10,NA,417,P205,P02,P02,0
2024,P10,NA,418,P205,P02,P02,12
2024,P10,NA,419,P205,P02,P02,0
2024,P10,NA,427,P205,P02,P02,208
2024,P10,NA,429,P205,P02,P02,3
2024,P10,NA,434,P205,P02,P02,0
2024,P10,NA,437,P205,P02,P02,0
2024,P10,NA,441,P205,P02,P02,21
2024,P10,NA,442,P205,P02,P02,"2,779"
2024,P10,NA,443,P205,P02,P02,314
2024,P10,NA,444,P205,P02,P02,878
2024,P10,NA,445,P205,P02,P02,21
2024,P10,NA,447,P205,P02,P02,0
2024,P10,NA,448,P205,P02,P02,5
2024,P10,NA,449,P205,P02,P02,613
2024,P10,NA,452,P205,P02,P02,41
2024,P10,NA,453,P205,P02,P02,0
2024,P10,NA,456,P205,P02,P02,8
2024,P10,NA,458,P205,P02,P02,0
2024,P10,NA,461,P205,P02,P02,805
2024,P10,NA,462,P205,P02,P02,"1,055"
2024,P10,NA,464,P205,P02,P02,229
2024,P10,NA,466,P205,P02,P02,0
2024,P10,NA,468,P205,P02,P02,0
2024,P10,NA,469,P205,P02,P02,6
2024,P10,NA,472,P205,P02,P02,191
2024,P10,NA,473,P205,P02,P02,117
2024,P10,NA,474,P205,P02,P02,70
2024,P10,NA,476,P205,P02,P02,4
2024,P10,NA,477,P205,P02,P02,"2,651"
2024,P10,NA,481,P205,P02,P02,1
2024,P10,NA,487,P205,P02,P02,0
2024,P10,NA,492,P205,P02,P02,79
2024,P10,NA,493,P205,P02,P02,13
2024,P10,NA,494,P205,P02,P02,0
2024,P10,NA,495,P205,P02,P02,1
2024,P10,NA,595,P205,P02,P02,0
2024,P10,NA,612,P205,P02,P02,23
2024,P10,NA,613,P205,P02,P02,0
2024,P10,NA,614,P205,P02,P02,377
2024,P10,NA,618,P205,P02,P02,55
2024,P10,NA,622,P205,P02,P02,57
2024,P10,NA,624,P205,P02,P02,40
2024,P10,NA,625,P205,P02,P02,8
2024,P10,NA,627,P205,P02,P02,4
2024,P10,NA,629,P205,P02,P02,0
2024,P10,NA,631,P205,P02,P02,120
2024,P10,NA,632,P205,P02,P02,0
2024,P10,NA,639,P205,P02,P02,19
2024,P10,NA,642,P205,P02,P02,67
2024,P10,NA,644,P205,P02,P02,165
2024,P10,NA,646,P205,P02,P02,269
2024,P10,NA,648,P205,P02,P02,1
2024,P10,NA,653,P205,P02,P02,25
2024,P10,NA,656,P205,P02,P02,"1,776"
2024,P10,NA,661,P205,P02,P02,0
2024,P10,NA,662,P205,P02,P02,374
2024,P10,NA,664,P205,P02,P02,"2,173"
2024,P10,NA,665,P205,P02,P02,58
2024,P10,NA,667,P205,P02,P02,179
2024,P10,NA,668,P205,P02,P02,106
2024,P10,NA,669,P205,P02,P02,113
2024,P10,NA,673,P205,P02,P02,13
2024,P10,NA,676,P205,P02,P02,0
2024,P10,NA,686,P205,P02,P02,736
2024,P10,NA,687,P205,P02,P02,17
2024,P10,NA,712,P205,P02,P02,6
2024,P10,NA,713,P205,P02,P02,2
2024,P10,NA,714,P205,P02,P02,0
2024,P10,NA,715,P205,P02,P02,1
2024,P10,NA,722,P205,P02,P02,"2,325"
2024,P10,NA,726,P205,P02,P02,2
2024,P10,NA,729,P205,P02,P02,58
2024,P10,NA,733,P205,P02,P02,1
2024,P10,NA,734,P205,P02,P02,0
2024,P10,NA,735,P205,P02,P02,145
2024,P10,NA,739,P205,P02,P02,0
2024,P10,NA,744,P205,P02,P02,119
2024,P10,NA,746,P205,P02,P02,0
2024,P10,NA,747,P205,P02,P02,9
2024,P10,NA,748,P205,P02,P02,0
2024,P10,NA,753,P205,P02,P02,2
2024,P10,NA,755,P205,P02,P02,4
2024,P10,NA,762,P205,P02,P02,0
2024,P10,NA,771,P205,P02,P02,210
2024,P10,NA,772,P205,P02,P02,0
2024,P10,NA,773,P205,P02,P02,45
2024,P10,NA,775,P205,P02,P02,13
2024,P10,NA,776,P205,P02,P02,0
2024,P10,NA,777,P205,P02,P02,574
2024,P10,NA,779,P205,P02,P02,0
2024,P10,NA,782,P205,P02,P02,62
2024,P10,NA,783,P205,P02,P02,4
2024,P10,NA,784,P205,P02,P02,1
2024,P10,NA,786,P205,P02,P02,0
2024,P10,NA,791,P205,P02,P02,0
2024,P10,NA,797,P205,P02,P02,0
2024,P10,NA,821,P205,P02,P02,5
2024,P10,NA,823,P205,P02,P02,0
2024,P10,NA,824,P205,P02,P02,4
2024,P10,NA,826,P205,P02,P02,33
2024,P10,NA,828,P205,P02,P02,8
2024,P10,NA,831,P205,P02,P02,2
2024,P10,NA,833,P205,P02,P02,235
2024,P10,NA,834,P205,P02,P02,51
2024,P10,NA,844,P205,P02,P02,"1,133"
2024,P10,NA,861,P205,P02,P02,0
2024,P10,NA,866,P205,P02,P02,27
2024,P10,NA,867,P205,P02,P02,"2,184"
2024,P10,NA,868,P205,P02,P02,376
2024,P10,NA,871,P205,P02,P02,434
2024,P10,NA,872,P205,P02,P02,0
2024,P10,NA,877,P205,P02,P02,3
2024,P10,NA,878,P205,P02,P02,6
2024,P10,NA,894,P205,P02,P02,0
2024,P10,NA,897,P205,P02,P02,0
2024,P10,NA,899,P205,P02,P02,956
2024,P10,NA,917,P205,P02,P02,1
2024,P10,NA,921,P205,P02,P02,146
2024,P10,NA,922,P205,P02,P02,20
2024,P10,NA,924,P205,P02,P02,0
2024,P10,NA,932,P205,P02,P02,0
2024,P10,NA,933,P205,P02,P02,11
2024,P10,NA,936,P205,P02,P02,0
2024,P10,NA,937,P205,P02,P02,3
2024,P10,NA,938,P205,P02,P02,150
2024,P10,NA,951,P205,P02,P02,20
2024,P10,NA,953,P205,P02,P02,1
2024,P10,NA,954,P205,P02,P02,0
2024,P10,NA,958,P205,P02,P02,0
2024,P10,NA,961,P205,P02,P02,36
2024,P10,NA,962,P205,P02,P02,6
2024,P10,NA,963,P205,P02,P02,0
2024,P10,NA,964,P205,P02,P02,0
2024,P10,NA,965,P205,P02,P02,0
2024,P10,NA,966,P205,P02,P02,0
2024,P10,NA,967,P205,P02,P02,0
2024,P10,NA,971,P205,P02,P02,2
2024,P10,NA,981,P205,P02,P02,55
2024,P10,NA,982,P205,P02,P02,0
2024,P10,NA,983,P205,P02,P02,23
2024,P10,NA,984,P205,P02,P02,123
2024,P10,NA,985,P205,P02,P02,0
2024,P10,NA,986,P205,P02,P02,0
2024,P10,NA,987,P205,P02,P02,6
2024,P10,NA,991,P205,P02,P02,2
2024,P10,NA,993,P205,P02,P02,150
2024,P10,NA,998,P205,P02,P02,679
2024,P10,NA,999,P205,P02,P02,365
2024,P10,NA,33,P205,P02,P03,"42,845"
2024,P10,NA,55,P205,P02,P03,"407,059"
2024,P10,NA,81,P205,P02,P03,"32,563"
2024,P10,NA,222,P205,P02,P03,"31,706"
2024,P10,NA,311,P205,P02,P03,"21,851"
2024,P10,NA,312,P205,P02,P03,"11,140"
2024,P10,NA,314,P205,P02,P03,"10,925"
2024,P10,NA,322,P205,P02,P03,"10,497"
2024,P10,NA,443,P205,P02,P03,"10,626"
2024,P10,NA,444,P205,P02,P03,"11,225"
2024,P10,NA,449,P205,P02,P03,"149,450"
2024,P10,NA,462,P205,P02,P03,"10,797"
2024,P10,NA,477,P205,P02,P03,"42,845"
2024,P10,NA,614,P205,P02,P03,"9,854"
2024,P10,NA,777,P205,P02,P03,"11,568"
2024,P10,NA,998,P205,P02,P03,"20,566"
2024,P10,NA,999,P205,P02,P03,"21,422"
2024,P11,NA,55,P108,P01,P01,379
2024,P11,NA,676,P108,P01,P01,1
2024,P11,NA,33,P108,P01,P02,"1,311"
2024,P11,NA,55,P108,P01,P02,"2,498"
2024,P11,NA,81,P108,P01,P02,716
2024,P11,NA,222,P108,P01,P02,490
2024,P11,NA,227,P108,P01,P02,3
2024,P11,NA,228,P108,P01,P02,192
2024,P11,NA,229,P108,P01,P02,212
2024,P11,NA,231,P108,P01,P02,10
2024,P11,NA,232,P108,P01,P02,18
2024,P11,NA,237,P108,P01,P02,1
2024,P11,NA,238,P108,P01,P02,29
2024,P11,NA,241,P108,P01,P02,44
2024,P11,NA,244,P108,P01,P02,39
2024,P11,NA,245,P108,P01,P02,1
2024,P11,NA,246,P108,P01,P02,54
2024,P11,NA,247,P108,P01,P02,25
2024,P11,NA,248,P108,P01,P02,60
2024,P11,NA,249,P108,P01,P02,1
2024,P11,NA,271,P108,P01,P02,69
2024,P11,NA,272,P108,P01,P02,70
2024,P11,NA,274,P108,P01,P02,2
2024,P11,NA,287,P108,P01,P02,7
2024,P11,NA,294,P108,P01,P02,1
2024,P11,NA,296,P108,P01,P02,2
2024,P11,NA,311,P108,P01,P02,159
2024,P11,NA,312,P108,P01,P02,133
2024,P11,NA,313,P108,P01,P02,12
2024,P11,NA,314,P108,P01,P02,91
2024,P11,NA,315,P108,P01,P02,5
2024,P11,NA,322,P108,P01,P02,69
2024,P11,NA,325,P108,P01,P02,0
2024,P11,NA,341,P108,P01,P02,43
2024,P11,NA,348,P108,P01,P02,87
2024,P11,NA,351,P108,P01,P02,67
2024,P11,NA,352,P108,P01,P02,44
2024,P11,NA,353,P108,P01,P02,3
2024,P11,NA,373,P108,P01,P02,1
2024,P11,NA,374,P108,P01,P02,1
2024,P11,NA,378,P108,P01,P02,65
2024,P11,NA,392,P108,P01,P02,35
2024,P11,NA,393,P108,P01,P02,9
2024,P11,NA,395,P108,P01,P02,12
2024,P11,NA,411,P108,P01,P02,17
2024,P11,NA,412,P108,P01,P02,8
2024,P11,NA,414,P108,P01,P02,2
2024,P11,NA,415,P108,P01,P02,22
2024,P11,NA,417,P108,P01,P02,11
2024,P11,NA,418,P108,P01,P02,7
2024,P11,NA,419,P108,P01,P02,8
2024,P11,NA,427,P108,P01,P02,58
2024,P11,NA,428,P108,P01,P02,1
2024,P11,NA,429,P108,P01,P02,6
2024,P11,NA,434,P108,P01,P02,18
2024,P11,NA,441,P108,P01,P02,1
2024,P11,NA,442,P108,P01,P02,340
2024,P11,NA,443,P108,P01,P02,223
2024,P11,NA,444,P108,P01,P02,302
2024,P11,NA,445,P108,P01,P02,1
2024,P11,NA,448,P108,P01,P02,9
2024,P11,NA,449,P108,P01,P02,302
2024,P11,NA,452,P108,P01,P02,67
2024,P11,NA,453,P108,P01,P02,15
2024,P11,NA,456,P108,P01,P02,21
2024,P11,NA,461,P108,P01,P02,169
2024,P11,NA,462,P108,P01,P02,148
2024,P11,NA,464,P108,P01,P02,106
2024,P11,NA,466,P108,P01,P02,1
2024,P11,NA,468,P108,P01,P02,1
2024,P11,NA,469,P108,P01,P02,3
2024,P11,NA,472,P108,P01,P02,45
2024,P11,NA,473,P108,P01,P02,76
2024,P11,NA,474,P108,P01,P02,22
2024,P11,NA,476,P108,P01,P02,128
2024,P11,NA,477,P108,P01,P02,912
2024,P11,NA,478,P108,P01,P02,5
2024,P11,NA,481,P108,P01,P02,2
2024,P11,NA,488,P108,P01,P02,27
2024,P11,NA,492,P108,P01,P02,155
2024,P11,NA,493,P108,P01,P02,3
2024,P11,NA,494,P108,P01,P02,2
2024,P11,NA,495,P108,P01,P02,11
2024,P11,NA,496,P108,P01,P02,3
2024,P11,NA,612,P108,P01,P02,2
2024,P11,NA,614,P108,P01,P02,165
2024,P11,NA,618,P108,P01,P02,105
2024,P11,NA,622,P108,P01,P02,86
2024,P11,NA,624,P108,P01,P02,0
2024,P11,NA,625,P108,P01,P02,23
2024,P11,NA,627,P108,P01,P02,0
2024,P11,NA,629,P108,P01,P02,1
2024,P11,NA,631,P108,P01,P02,67
2024,P11,NA,638,P108,P01,P02,0
2024,P11,NA,639,P108,P01,P02,26
2024,P11,NA,642,P108,P01,P02,50
2024,P11,NA,644,P108,P01,P02,139
2024,P11,NA,646,P108,P01,P02,280
2024,P11,NA,648,P108,P01,P02,8
2024,P11,NA,653,P108,P01,P02,43
2024,P11,NA,656,P108,P01,P02,218
2024,P11,NA,661,P108,P01,P02,32
2024,P11,NA,662,P108,P01,P02,246
2024,P11,NA,664,P108,P01,P02,312
2024,P11,NA,665,P108,P01,P02,55
2024,P11,NA,667,P108,P01,P02,360
2024,P11,NA,668,P108,P01,P02,128
2024,P11,NA,669,P108,P01,P02,207
2024,P11,NA,673,P108,P01,P02,64
2024,P11,NA,686,P108,P01,P02,185
2024,P11,NA,687,P108,P01,P02,61
2024,P11,NA,712,P108,P01,P02,85
2024,P11,NA,715,P108,P01,P02,1
2024,P11,NA,722,P108,P01,P02,38
2024,P11,NA,729,P108,P01,P02,265
2024,P11,NA,733,P108,P01,P02,7
2024,P11,NA,735,P108,P01,P02,77
2024,P11,NA,744,P108,P01,P02,98
2024,P11,NA,747,P108,P01,P02,29
2024,P11,NA,753,P108,P01,P02,16
2024,P11,NA,755,P108,P01,P02,13
2024,P11,NA,762,P108,P01,P02,1
2024,P11,NA,771,P108,P01,P02,155
2024,P11,NA,773,P108,P01,P02,21
2024,P11,NA,775,P108,P01,P02,39
2024,P11,NA,776,P108,P01,P02,1
2024,P11,NA,777,P108,P01,P02,208
2024,P11,NA,782,P108,P01,P02,64
2024,P11,NA,783,P108,P01,P02,23
2024,P11,NA,784,P108,P01,P02,11
2024,P11,NA,821,P108,P01,P02,7
2024,P11,NA,824,P108,P01,P02,1
2024,P11,NA,826,P108,P01,P02,51
2024,P11,NA,828,P108,P01,P02,3
2024,P11,NA,831,P108,P01,P02,0
2024,P11,NA,833,P108,P01,P02,102
2024,P11,NA,834,P108,P01,P02,55
2024,P11,NA,844,P108,P01,P02,161
2024,P11,NA,866,P108,P01,P02,67
2024,P11,NA,867,P108,P01,P02,132
2024,P11,NA,868,P108,P01,P02,40
2024,P11,NA,871,P108,P01,P02,131
2024,P11,NA,877,P108,P01,P02,1
2024,P11,NA,878,P108,P01,P02,22
2024,P11,NA,899,P108,P01,P02,123
2024,P11,NA,916,P108,P01,P02,1
2024,P11,NA,921,P108,P01,P02,74
2024,P11,NA,922,P108,P01,P02,38
2024,P11,NA,923,P108,P01,P02,20
2024,P11,NA,924,P108,P01,P02,3
2024,P11,NA,932,P108,P01,P02,2
2024,P11,NA,933,P108,P01,P02,23
2024,P11,NA,936,P108,P01,P02,13
2024,P11,NA,937,P108,P01,P02,14
2024,P11,NA,938,P108,P01,P02,91
2024,P11,NA,951,P108,P01,P02,51
2024,P11,NA,953,P108,P01,P02,5
2024,P11,NA,961,P108,P01,P02,184
2024,P11,NA,962,P108,P01,P02,41
2024,P11,NA,963,P108,P01,P02,1
2024,P11,NA,966,P108,P01,P02,4
2024,P11,NA,967,P108,P01,P02,18
2024,P11,NA,971,P108,P01,P02,1
2024,P11,NA,981,P108,P01,P02,179
2024,P11,NA,982,P108,P01,P02,14
2024,P11,NA,983,P108,P01,P02,102
2024,P11,NA,984,P108,P01,P02,106
2024,P11,NA,985,P108,P01,P02,43
2024,P11,NA,986,P108,P01,P02,16
2024,P11,NA,987,P108,P01,P02,27
2024,P11,NA,993,P108,P01,P02,303
2024,P11,NA,998,P108,P01,P02,127
2024,P11,NA,999,P108,P01,P02,528
2024,P11,NA,33,P109,P01,P02,4
2024,P11,NA,55,P109,P01,P02,58
2024,P11,NA,81,P109,P01,P02,4
2024,P11,NA,222,P109,P01,P02,2
2024,P11,NA,228,P109,P01,P02,0
2024,P11,NA,229,P109,P01,P02,0
2024,P11,NA,311,P109,P01,P02,0
2024,P11,NA,322,P109,P01,P02,0
2024,P11,NA,442,P109,P01,P02,1
2024,P11,NA,443,P109,P01,P02,0
2024,P11,NA,444,P109,P01,P02,1
2024,P11,NA,449,P109,P01,P02,0
2024,P11,NA,461,P109,P01,P02,0
2024,P11,NA,462,P109,P01,P02,0
2024,P11,NA,464,P109,P01,P02,0
2024,P11,NA,473,P109,P01,P02,0
2024,P11,NA,477,P109,P01,P02,0
2024,P11,NA,656,P109,P01,P02,0
2024,P11,NA,664,P109,P01,P02,0
2024,P11,NA,686,P109,P01,P02,0
2024,P11,NA,722,P109,P01,P02,2
2024,P11,NA,735,P109,P01,P02,0
2024,P11,NA,744,P109,P01,P02,0
2024,P11,NA,771,P109,P01,P02,0
2024,P11,NA,777,P109,P01,P02,1
2024,P11,NA,844,P109,P01,P02,0
2024,P11,NA,921,P109,P01,P02,0
2024,P11,NA,951,P109,P01,P02,0
2024,P11,NA,961,P109,P01,P02,0
2024,P11,NA,981,P109,P01,P02,0
2024,P11,NA,983,P109,P01,P02,0
2024,P11,NA,984,P109,P01,P02,0
2024,P11,NA,993,P109,P01,P02,1
2024,P11,NA,999,P109,P01,P02,0
2024,P11,NA,33,P109,P01,P03,71
2024,P11,NA,55,P109,P01,P03,247
2024,P11,NA,442,P109,P01,P03,28
2024,P11,NA,469,P109,P01,P03,28
2024,P11,NA,722,P109,P01,P03,71
2024,P11,NA,921,P109,P01,P03,28
2024,P11,NA,998,P109,P01,P03,28
2024,P11,NA,33,P109,P02,P02,392
2024,P11,NA,55,P109,P02,P02,"7,595"
2024,P11,NA,81,P109,P02,P02,"4,311"
2024,P11,NA,222,P109,P02,P02,584
2024,P11,NA,227,P109,P02,P02,1
2024,P11,NA,228,P109,P02,P02,392
2024,P11,NA,229,P109,P02,P02,71
2024,P11,NA,237,P109,P02,P02,963
2024,P11,NA,247,P109,P02,P02,24
2024,P11,NA,271,P109,P02,P02,245
2024,P11,NA,272,P109,P02,P02,242
2024,P11,NA,311,P109,P02,P02,4
2024,P11,NA,312,P109,P02,P02,3
2024,P11,NA,314,P109,P02,P02,35
2024,P11,NA,351,P109,P02,P02,53
2024,P11,NA,441,P109,P02,P02,6
2024,P11,NA,442,P109,P02,P02,100
2024,P11,NA,443,P109,P02,P02,6
2024,P11,NA,444,P109,P02,P02,77
2024,P11,NA,449,P109,P02,P02,26
2024,P11,NA,452,P109,P02,P02,51
2024,P11,NA,461,P109,P02,P02,8
2024,P11,NA,462,P109,P02,P02,17
2024,P11,NA,464,P109,P02,P02,4
2024,P11,NA,472,P109,P02,P02,17
2024,P11,NA,473,P109,P02,P02,3
2024,P11,NA,477,P109,P02,P02,161
2024,P11,NA,612,P109,P02,P02,1
2024,P11,NA,614,P109,P02,P02,79
2024,P11,NA,631,P109,P02,P02,3
2024,P11,NA,644,P109,P02,P02,1
2024,P11,NA,646,P109,P02,P02,409
2024,P11,NA,653,P109,P02,P02,1
2024,P11,NA,656,P109,P02,P02,387
2024,P11,NA,662,P109,P02,P02,63
2024,P11,NA,664,P109,P02,P02,753
2024,P11,NA,667,P109,P02,P02,9
2024,P11,NA,668,P109,P02,P02,1
2024,P11,NA,669,P109,P02,P02,1
2024,P11,NA,673,P109,P02,P02,1
2024,P11,NA,686,P109,P02,P02,358
2024,P11,NA,687,P109,P02,P02,26
2024,P11,NA,722,P109,P02,P02,652
2024,P11,NA,729,P109,P02,P02,26
2024,P11,NA,735,P109,P02,P02,4
2024,P11,NA,744,P109,P02,P02,15
2024,P11,NA,771,P109,P02,P02,49
2024,P11,NA,777,P109,P02,P02,51
2024,P11,NA,782,P109,P02,P02,1
2024,P11,NA,833,P109,P02,P02,6
2024,P11,NA,834,P109,P02,P02,4
2024,P11,NA,844,P109,P02,P02,178
2024,P11,NA,866,P109,P02,P02,96
2024,P11,NA,867,P109,P02,P02,172
2024,P11,NA,868,P109,P02,P02,4
2024,P11,NA,871,P109,P02,P02,91
2024,P11,NA,899,P109,P02,P02,192
2024,P11,NA,938,P109,P02,P02,6
2024,P11,NA,951,P109,P02,P02,1
2024,P11,NA,981,P109,P02,P02,1
2024,P11,NA,991,P109,P02,P02,3
2024,P11,NA,993,P109,P02,P02,20
2024,P11,NA,998,P109,P02,P02,172
2024,P11,NA,999,P109,P02,P02,79
2024,P11,NA,55,P109,P02,P03,"18,494"
2024,P11,NA,228,P109,P02,P03,978
2024,P11,NA,656,P109,P02,P03,869
2024,P11,NA,744,P109,P02,P03,"1,413"
2024,P11,NA,33,P110,P02,P02,"1,870"
2024,P11,NA,55,P110,P02,P02,"620,710"
2024,P11,NA,81,P110,P02,P02,29
2024,P11,NA,899,P110,P02,P02,"3,342"
2024,P11,NA,33,P205,P01,P01,"829,070"
2024,P11,NA,55,P205,P01,P01,"6,590,475"
2024,P11,NA,81,P205,P01,P01,"631,123"
2024,P11,NA,222,P205,P01,P01,"460,854"
2024,P11,NA,223,P205,P01,P01,"8,676"
2024,P11,NA,224,P205,P01,P01,133
2024,P11,NA,225,P205,P01,P01,"12,630"
2024,P11,NA,226,P205,P01,P01,"7,887"
2024,P11,NA,227,P205,P01,P01,"14,276"
2024,P11,NA,228,P205,P01,P01,"127,932"
2024,P11,NA,229,P205,P01,P01,"175,852"
2024,P11,NA,231,P205,P01,P01,"44,712"
2024,P11,NA,232,P205,P01,P01,"77,503"
2024,P11,NA,233,P205,P01,P01,7
2024,P11,NA,235,P205,P01,P01,529
2024,P11,NA,236,P205,P01,P01,1
2024,P11,NA,237,P205,P01,P01,515
2024,P11,NA,238,P205,P01,P01,"61,428"
2024,P11,NA,241,P205,P01,P01,"77,583"
2024,P11,NA,243,P205,P01,P01,"10,043"
2024,P11,NA,244,P205,P01,P01,"31,988"
2024,P11,NA,245,P205,P01,P01,"5,909"
2024,P11,NA,246,P205,P01,P01,"65,755"
2024,P11,NA,247,P205,P01,P01,"16,029"
2024,P11,NA,248,P205,P01,P01,"36,573"
2024,P11,NA,249,P205,P01,P01,"21,604"
2024,P11,NA,271,P205,P01,P01,"113,853"
2024,P11,NA,272,P205,P01,P01,"72,880"
2024,P11,NA,273,P205,P01,P01,"6,670"
2024,P11,NA,274,P205,P01,P01,"23,075"
2024,P11,NA,275,P205,P01,P01,5
2024,P11,NA,276,P205,P01,P01,"2,214"
2024,P11,NA,278,P205,P01,P01,"3,831"
2024,P11,NA,279,P205,P01,P01,"1,664"
2024,P11,NA,281,P205,P01,P01,"7,181"
2024,P11,NA,282,P205,P01,P01,"41,978"
2024,P11,NA,283,P205,P01,P01,2
2024,P11,NA,284,P205,P01,P01,"2,742"
2024,P11,NA,285,P205,P01,P01,"8,379"
2024,P11,NA,287,P205,P01,P01,"19,628"
2024,P11,NA,288,P205,P01,P01,"21,477"
2024,P11,NA,294,P205,P01,P01,"63,864"
2024,P11,NA,296,P205,P01,P01,"11,650"
2024,P11,NA,297,P205,P01,P01,"2,330"
2024,P11,NA,311,P205,P01,P01,"62,837"
2024,P11,NA,312,P205,P01,P01,"43,868"
2024,P11,NA,313,P205,P01,P01,"12,812"
2024,P11,NA,314,P205,P01,P01,"23,698"
2024,P11,NA,315,P205,P01,P01,"10,757"
2024,P11,NA,317,P205,P01,P01,179
2024,P11,NA,319,P205,P01,P01,527
2024,P11,NA,322,P205,P01,P01,"78,510"
2024,P11,NA,323,P205,P01,P01,"6,514"
2024,P11,NA,324,P205,P01,P01,"3,821"
2024,P11,NA,325,P205,P01,P01,"1,789"
2024,P11,NA,327,P205,P01,P01,583
2024,P11,NA,341,P205,P01,P01,"22,586"
2024,P11,NA,342,P205,P01,P01,297
2024,P11,NA,343,P205,P01,P01,1
2024,P11,NA,344,P205,P01,P01,1
2024,P11,NA,347,P205,P01,P01,135
2024,P11,NA,348,P205,P01,P01,"14,708"
2024,P11,NA,351,P205,P01,P01,"26,685"
2024,P11,NA,352,P205,P01,P01,"26,101"
2024,P11,NA,353,P205,P01,P01,"9,769"
2024,P11,NA,354,P205,P01,P01,"8,552"
2024,P11,NA,358,P205,P01,P01,207
2024,P11,NA,373,P205,P01,P01,"1,899"
2024,P11,NA,374,P205,P01,P01,"7,901"
2024,P11,NA,375,P205,P01,P01,"2,814"
2024,P11,NA,376,P205,P01,P01,78
2024,P11,NA,378,P205,P01,P01,"7,526"
2024,P11,NA,384,P205,P01,P01,"4,340"
2024,P11,NA,386,P205,P01,P01,341
2024,P11,NA,389,P205,P01,P01,160
2024,P11,NA,391,P205,P01,P01,"1,271"
2024,P11,NA,392,P205,P01,P01,"15,013"
2024,P11,NA,393,P205,P01,P01,"10,960"
2024,P11,NA,395,P205,P01,P01,"2,636"
2024,P11,NA,411,P205,P01,P01,"40,672"
2024,P11,NA,412,P205,P01,P01,"25,272"
2024,P11,NA,413,P205,P01,P01,"13,777"
2024,P11,NA,414,P205,P01,P01,"14,488"
2024,P11,NA,415,P205,P01,P01,"27,309"
2024,P11,NA,417,P205,P01,P01,"13,313"
2024,P11,NA,418,P205,P01,P01,"42,960"
2024,P11,NA,419,P205,P01,P01,"15,166"
2024,P11,NA,421,P205,P01,P01,78
2024,P11,NA,425,P205,P01,P01,"5,958"
2024,P11,NA,427,P205,P01,P01,"53,241"
2024,P11,NA,428,P205,P01,P01,"10,270"
2024,P11,NA,429,P205,P01,P01,"25,506"
2024,P11,NA,431,P205,P01,P01,"1,324"
2024,P11,NA,432,P205,P01,P01,"5,940"
2024,P11,NA,433,P205,P01,P01,135
2024,P11,NA,434,P205,P01,P01,"29,057"
2024,P11,NA,436,P205,P01,P01,"4,356"
2024,P11,NA,438,P205,P01,P01,3
2024,P11,NA,441,P205,P01,P01,"11,702"
2024,P11,NA,442,P205,P01,P01,"184,948"
2024,P11,NA,443,P205,P01,P01,"134,195"
2024,P11,NA,444,P205,P01,P01,"242,145"
2024,P11,NA,445,P205,P01,P01,"15,386"
2024,P11,NA,447,P205,P01,P01,"12,773"
2024,P11,NA,448,P205,P01,P01,"9,359"
2024,P11,NA,449,P205,P01,P01,"152,210"
2024,P11,NA,451,P205,P01,P01,1
2024,P11,NA,452,P205,P01,P01,"40,735"
2024,P11,NA,453,P205,P01,P01,"10,070"
2024,P11,NA,454,P205,P01,P01,1
2024,P11,NA,456,P205,P01,P01,"14,093"
2024,P11,NA,458,P205,P01,P01,"8,950"
2024,P11,NA,461,P205,P01,P01,"101,689"
2024,P11,NA,462,P205,P01,P01,"127,772"
2024,P11,NA,464,P205,P01,P01,"56,522"
2024,P11,NA,465,P205,P01,P01,"7,904"
2024,P11,NA,466,P205,P01,P01,"11,252"
2024,P11,NA,468,P205,P01,P01,"26,097"
2024,P11,NA,469,P205,P01,P01,"14,621"
2024,P11,NA,472,P205,P01,P01,"49,160"
2024,P11,NA,473,P205,P01,P01,"41,190"
2024,P11,NA,474,P205,P01,P01,"25,098"
2024,P11,NA,475,P205,P01,P01,"6,775"
2024,P11,NA,476,P205,P01,P01,"45,810"
2024,P11,NA,477,P205,P01,P01,"418,549"
2024,P11,NA,478,P205,P01,P01,"3,774"
2024,P11,NA,481,P205,P01,P01,"3,310"
2024,P11,NA,483,P205,P01,P01,148
2024,P11,NA,485,P205,P01,P01,"5,047"
2024,P11,NA,487,P205,P01,P01,"4,581"
2024,P11,NA,488,P205,P01,P01,"18,048"
2024,P11,NA,489,P205,P01,P01,112
2024,P11,NA,492,P205,P01,P01,"57,355"
2024,P11,NA,493,P205,P01,P01,"27,484"
2024,P11,NA,494,P205,P01,P01,"6,605"
2024,P11,NA,495,P205,P01,P01,"11,931"
2024,P11,NA,496,P205,P01,P01,"6,675"
2024,P11,NA,498,P205,P01,P01,"10,711"
2024,P11,NA,591,P205,P01,P01,1
2024,P11,NA,595,P205,P01,P01,"2,052"
2024,P11,NA,612,P205,P01,P01,"11,060"
2024,P11,NA,613,P205,P01,P01,53
