C601,C602,R001-0201,R001-0202,R001-0203,R001-0204,R001-0205,R001-0206,R001-0207,R001-0208
2024,P10,2842823218,134445220,143321436,0,376980941,728429587,188290564,2070847445
2024,P11,2875037562,90128119,132088020,0,381582716,997553993,163049132,1550651877
2024,P12,3221652052,106182784,141241428,0,379431810,633096395,239571771,1537807326
