C601,C602,R001-0701,R001-0702,R001-0703,R001-0704,R001-0705,R001-0706,R001-0707,R001-0708,R001-0709,R001-0710,R001-0711,R001-0712
2024,P10,0,29374906,81315823,NA,133795562,NA,119956,1512856,0,NA,NA,NA
2024,P11,0,32239930,78194647,NA,141000638,NA,119956,1515553,0,NA,NA,NA
2024,P12,0,29366222,76372443,NA,178256690,NA,119956,1523634,0,NA,NA,NA
