C601,C003,R027-0201,R027-0202,R027-0203,R027-0204,R027-0205
2024,P211280001,SI,NA,NA,NA,NA
2024,P211170001,SI,NA,NA,NA,NA
2024,P290080001,SI,NA,NA,NA,NA
2024,P211280008,SI,NA,NA,NA,NA
