C601,C602,R002-0301,R002-0302
2024,P01,71292,71292
2024,P02,770,770
2024,P03,1560,1560
2024,P04,11240,11240
2024,P05,7110,7110
2024,P06,61030,61030
2024,P07,46240,46240
2024,P08,48020,48020
2024,P09,-71900,-71900
2024,P10,36070,36070
2024,P11,-50888,-50888
2024,P12,-32000,-32000
