C601,C602,R007-0701,R007-0702
2024,P01,NA," 6,813,000 "
2024,P02,NA," 8,603,250 "
2024,P03,NA," 11,054,500 "
2024,P04,NA," 12,185,500 "
2024,P05,NA," 19,098,625 "
2024,P06,NA," 19,960,125 "
2024,P07,NA," 22,031,375 "
2024,P08,NA," 23,742,125 "
2024,P09,NA," 25,209,625 "
2024,P10,NA," 28,602,375 "
2024,P11,NA," 29,921,500 "
2024,P12,NA," 31,641,875 "
,,,
