C601,C603,R007-0601,R007-0602
2024,P01," 24,931,500 "," 24,931,500 "
2024,P02," 36,162,125 "," 36,162,125 "
2024,P03," 44,842,125 "," 44,842,125 "
2024,P04," 57,050,750 "," 57,050,750 "
